,title,engine,power,transmission,drive_unit,color,mileage,steering,generation,price
195,"Продажа Honda Accord, 2008 год в Москве","бензин, 2.4 л",201 л.с.,автомат,передний,черный,190000,левый,8 поколение,570000
196,"Продажа Лада 4x4 2131 Нива, 2004 год в Москве","бензин, 1.8 л",82 л.с.,механика,4WD,серебристый,14344,левый,,280000
197,"Продажа Renault Logan, 2015 год в Москве","бензин, 1.6 л",102 л.с.,механика,передний,черный,48000,левый,2 поколение,395000
198,"Продажа Volkswagen Touareg, 2004 год в Москве","бензин, 3.2 л",220 л.с.,автомат,4WD,голубой,,левый,1 поколение,350000
199,"Продажа BMW X5, 2010 год в Москве","бензин, 3.0 л",306 л.с.,автомат,4WD,белый,117205,левый,"2 поколение, рестайлинг",949000
200,"Продажа Volvo XC90, 2006 год в Москве","бензин, 2.5 л",210 л.с.,автомат,4WD,синий,196000,левый,1 поколение,570000
201,"Продажа Chevrolet Cruze, 2014 год в Москве","бензин, 1.6 л",109 л.с.,автомат,передний,белый,34543,левый,"1 поколение, рестайлинг",550000
202,"Продажа Ford Fiesta, 2016 год в Москве","бензин, 1.6 л",105 л.с.,автомат,передний,синий,44362,левый,"6 поколение, рестайлинг",540000
203,"Продажа Citroen C3, 2011 год в Москве","бензин, 1.4 л",95 л.с.,автомат,передний,черный,89639,левый,2 поколение,315000
204,"Продажа Toyota Corolla, 1999 год в Москве","бензин, 1.5 л",100 л.с.,автомат,передний,серебристый,350000,правый,"8 поколение, рестайлинг",125000
205,"Продажа Mitsubishi Lancer, 2008 год в Москве","бензин, 1.8 л",143 л.с.,механика,передний,синий,223803,левый,10 поколение,360000
206,"Продажа Mitsubishi Pajero Sport, 2014 год в Москве","дизель, 2.5 л",178 л.с.,автомат,4WD,белый,134812,левый,"2 поколение, рестайлинг",1185000
207,"Продажа Volkswagen Touareg, 2012 год в Москве","бензин, 3.6 л",249 л.с.,автомат,4WD,черный,103404,левый,2 поколение,1270000
208,"Продажа Kia Rio, 2013 год в Москве","бензин, 1.6 л",123 л.с.,автомат,передний,голубой,110212,левый,3 поколение,500000
209,"Продажа Kia Sportage, 2012 год в Москве","бензин, 2.0 л",150 л.с.,автомат,передний,черный,111619,левый,3 поколение,735000
210,"Продажа Nissan Pathfinder, 2016 год в Москве","бензин, 3.5 л",249 л.с.,автомат,4WD,коричневый,95015,левый,4 поколение,1470000
211,"Продажа Nissan Tiida, 2013 год в Москве","бензин, 1.6 л",110 л.с.,автомат,передний,коричневый,67706,левый,"1 поколение, рестайлинг",530000
212,"Продажа Kia Rio, 2015 год в Москве","бензин, 1.6 л",123 л.с.,автомат,передний,белый,65080,левый,3 поколение,605000
213,"Продажа Hyundai Solaris, 2014 год в Москве","бензин, 1.4 л",107 л.с.,автомат,передний,серый,105399,левый,1 поколение,490000
214,"Продажа Mitsubishi ASX, 2011 год в Москве","бензин, 1.6 л",117 л.с.,механика,передний,серый,124924,левый,1 поколение,570000
215,"Продажа Toyota Corolla, 2013 год в Москве","бензин, 1.6 л",124 л.с.,автомат,передний,серебристый,163822,левый,"10 поколение, рестайлинг",630000
216,"Продажа Toyota RAV4, 2018 год в Москве","бензин, 2.5 л",180 л.с.,автомат,4WD,белый,62330,левый,"4 поколение, рестайлинг",1780000
217,"Продажа Kia Ceed, 2010 год в Москве","бензин, 1.6 л",122 л.с.,автомат,передний,синий,70986,левый,"1 поколение, рестайлинг",500000
218,"Продажа Kia Rio, 2015 год в Москве","бензин, 1.6 л",123 л.с.,механика,передний,серый,86156,левый,3 поколение,560000
219,"Продажа Kia Rio, 2013 год в Москве","бензин, 1.4 л",107 л.с.,автомат,передний,синий,67146,левый,3 поколение,480000
220,"Продажа Skoda Yeti, 2017 год в Москве","бензин, 1.8 л",152 л.с.,автомат,4WD,черный,54489,левый,"1 поколение, рестайлинг",1160000
221,"Продажа Nissan Murano, 2013 год в Москве","бензин, 3.5 л",249 л.с.,автомат,4WD,черный,83222,левый,"2 поколение, рестайлинг",920000
222,"Продажа Volkswagen Tiguan, 2012 год в Москве","бензин, 2.0 л",170 л.с.,автомат,4WD,черный,106144,левый,"1 поколение, рестайлинг",810000
223,"Продажа Volkswagen Tiguan, 2012 год в Москве","дизель, 2.0 л",140 л.с.,автомат,4WD,красный,66630,левый,"1 поколение, рестайлинг",915000
224,"Продажа Hyundai Solaris, 2015 год в Москве","бензин, 1.6 л",123 л.с.,автомат,передний,синий,102066,левый,"1 поколение, рестайлинг",580000
225,"Продажа Mazda Mazda6, 2018 год в Москве","бензин, 2.0 л",150 л.с.,автомат,передний,белый,41282,левый,"3 поколение, 2 рестайлинг",1360000
226,"Продажа Volkswagen Passat, 2017 год в Москве","бензин, 1.4 л",150 л.с.,автомат,передний,белый,50186,левый,8 поколение,1290000
227,"Продажа Mazda CX-5, 2014 год в Москве","бензин, 2.0 л",150 л.с.,автомат,4WD,черный,129885,левый,1 поколение,995000
228,"Продажа Ford Focus, 2013 год в Москве","бензин, 1.6 л",125 л.с.,механика,передний,синий,113613,левый,3 поколение,470000
229,"Продажа Nissan Juke, 2013 год в Москве","бензин, 1.6 л",117 л.с.,механика,передний,коричневый,56381,левый,1 поколение,610000
230,"Продажа Kia Ceed, 2013 год в Москве","бензин, 1.6 л",129 л.с.,автомат,передний,коричневый,105770,левый,2 поколение,665000
231,"Продажа Toyota Camry, 2015 год в Москве","бензин, 2.5 л",181 л.с.,автомат,передний,черный,97419,левый,"8 поколение, рестайлинг",1240000
232,"Продажа Nissan Tiida, 2012 год в Москве","бензин, 1.6 л",110 л.с.,механика,передний,коричневый,70729,левый,"1 поколение, рестайлинг",480000
233,"Продажа Mazda Mazda3, 2011 год в Москве","бензин, 1.6 л",105 л.с.,автомат,передний,белый,96964,левый,2 поколение,487000
234,"Продажа Toyota RAV4, 2017 год в Москве","бензин, 2.0 л",146 л.с.,автомат,4WD,белый,55470,левый,"4 поколение, рестайлинг",1540000
235,"Продажа Toyota RAV4, 2017 год в Москве","бензин, 2.0 л",146 л.с.,автомат,4WD,белый,55470,левый,"4 поколение, рестайлинг",1540000
236,"Продажа Lexus RX200t, 2017 год в Москве","бензин, 2.0 л",238 л.с.,автомат,4WD,серый,15323,левый,4 поколение,3030000
237,"Продажа Mercedes-Benz GLK-Class, 2013 год в Москве","дизель, 2.1 л",170 л.с.,автомат,4WD,серый,86721,левый,"1 поколение, рестайлинг",1190000
238,"Продажа Kia Ceed, 2016 год в Москве","бензин, 1.6 л",135 л.с.,автомат,передний,белый,72677,левый,"2 поколение, рестайлинг",800000
239,"Продажа Kia Cerato, 2012 год в Москве","бензин, 1.6 л",126 л.с.,автомат,передний,серый,114548,левый,2 поколение,460000
240,"Продажа Infiniti QX70, 2015 год в Москве","дизель, 3.0 л",238 л.с.,автомат,4WD,синий,94433,левый,2 поколение,1855000
